ANKET ﾹ;SLEEP GROUP 5;SLEEP GROUP normal 5-10;SLEEP GROUP normal 6-9;SLEEP GROUP normal 7-8;SLEEP HOURS;DREAMS often;DREAMS yes/no;DREAMS;PHASE  yes/no;PHASE often;PHASE oftenN;PHASE;LD often;LD yes/no;LD;FALSE often;FALSE yes/no;FALSE ;PARALISYS often;PARALISYS yes/no;PARALISYS;OBE often;OBE yes/no;OBE;KNOW;AGE GROUP 10;AGE GROUP 5;AGE;SEX
444;5-6;5;<6;<7;5;often;yes;often;yes;often;often4;often;often;yes;often;often;yes;often;often;yes;often;often;yes;often;yes;21-30;21-25;21;w
445;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;no;21-30;21-25;22;w
446;5-6;5;<6;<7;5;often;yes;often;yes;no;no;once;no;yes;once;no;no;no;no;no;no;no;no;no;no;21-30;26-30;29;m
447;<5;<5;<6;<7;4;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;>60;61-70;70;m
448;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;11-20;16-20;17;w
449;5-6;5;<6;<7;5;no;no;no;yes;often;often2;often;often;yes;often;no;no;no;often;yes;often;no;no;no;no;11-20;16-20;20;w
450;5-6;6;6-9;<7;6;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;31-40;36-40;40;w
451;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;51-60;56-60;56;m
452;7-8;8;6-9;7-8;8;no;no;no;yes;no;no;sometimes;no;yes;once;no;no;no;no;yes;sometimes;no;yes;sometimes;yes;51-60;51-55;51;m
453;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;yes;21-30;26-30;26;w
454;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;yes;sometimes;no;yes;sometimes;yes;21-30;26-30;28;m
455;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;n/a;n/a;n/a;m
456;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;once;yes;31-40;31-35;35;m
457;5-6;5;<6;<7;5;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;no;41-50;46-50;50;w
458;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;no;31-40;36-40;40;w
459;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;21-30;21-25;23;w
460;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;no;41-50;46-50;50;m
461;7-8;7;6-9;7-8;7;no;no;no;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;no;31-40;36-40;37;m
462;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;16;w
463;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;16;w
464;<5;<5;<6;<7;4;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;yes;sometimes;no;yes;sometimes;yes;31-40;31-35;31;w
465;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;31-40;31-35;31;w
466;9-10;9;6-9;>8;9;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;21-25;24;w
467;9-10;9;6-9;>8;9;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;no;21-30;21-25;24;m
468;7-8;7;6-9;7-8;7;no;no;no;yes;no;no;once;no;no;no;no;no;no;no;yes;once;no;no;no;yes;51-60;56-60;60;w
469;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;yes;sometimes;no;11-20;10-15;15;w
470;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;yes;11-20;16-20;19;m
471;5-6;5;<6;<7;5;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;17;m
472;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;yes;n/a;n/a;n/a;m
473;9-10;10;>9;>8;10;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;yes;11-20;16-20;19;w
475;5-6;5;<6;<7;5;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;yes;sometimes;often;yes;often;yes;11-20;16-20;19;w
476;<5;<5;<6;<7;4;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;11-20;16-20;20;m
477;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;often;yes;often;yes;11-20;16-20;17;w
478;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;yes;11-20;16-20;17;w
479;<5;<5;<6;<7;4;no;yes;sometimes;yes;often;often2;often;no;yes;sometimes;no;yes;sometimes;often;yes;often;often;yes;often;yes;21-30;21-25;21;w
480;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;n/a;n/a;n/a;w
481;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;21-30;26-30;29;m
482;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;no;no;no;no;no;no;no;no;often;yes;often;no;>60;71-90;83;m
483;9-10;9;6-9;>8;9;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;no;no;no;>60;71-90;77;w
484;n/a;n/a;n/a;n/a;n/a;no;yes;sometimes;yes;often;often;often;no;no;no;n/a;n/a;n/a;no;yes;sometimes;often;yes;often;yes;11-20;16-20;19;w
485;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;no;11-20;16-20;19;w
486;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;yes;sometimes;n/a;21-30;26-30;29;w
487;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;19;m
488;7-8;8;6-9;7-8;8;often;yes;often;yes;n/a;n/a;yes;no;no;no;n/a;yes;yes;no;no;no;no;no;no;yes;31-40;31-35;35;w
489;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;n/a;n/a;n/a;n/a;n/a
490;9-10;9;6-9;>8;9;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;yes;sometimes;no;11-20;10-15;15;m
491;<5;<5;<6;<7;3;no;no;no;yes;no;no;once;no;yes;once;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;19;m
492;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;once;no;yes;once;no;no;no;no;yes;sometimes;yes;21-30;21-25;22;m
493;9-10;10;>9;>8;10;often;yes;often;n/a;n/a;n/a;n/a;no;no;no;no;no;no;no;no;no;n/a;n/a;n/a;no;21-30;21-25;23;m
494;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;often;yes;often;n/a;yes;yes;no;yes;sometimes;n/a;yes;yes;no;21-30;21-25;23;w
495;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;n/a;n/a;yes;no;no;no;no;no;no;n/a;yes;yes;no;no;no;no;11-20;10-15;14;m
496;5-6;6;6-9;<7;6;n/a;yes;yes;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;no;11-20;16-20;16;m
497;7-8;8;6-9;7-8;8;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;11-20;10-15;14;m
498;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;once;no;yes;once;no;no;no;no;no;no;no;no;no;no;11-20;16-20;18;w
499;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;n/a;n/a;sometimes;no;yes;sometimes;n/a;n/a;n/a;no;no;no;no;no;no;no;11-20;10-15;14;m
500;5-6;5;<6;<7;5;no;yes;sometimes;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;16;m
501;5-6;5;<6;<7;5;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;11-20;16-20;17;m
502;7-8;7;6-9;7-8;7;n/a;yes;yes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;11-20;16-20;16;w
503;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;n/a;n/a;once;no;no;no;no;yes;once;no;no;no;n/a;n/a;n/a;no;11-20;16-20;16;m
504;5-6;5;<6;<7;5;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;21-30;21-25;23;m
505;<5;<5;<6;<7;4;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;21-30;21-25;23;m
506;5-6;5;<6;<7;5;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;21-30;26-30;28;w
507;7-8;7;6-9;7-8;7;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;31-40;31-35;34;m
508;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;once;no;no;no;no;no;no;no;no;no;no;yes;once;yes;41-50;46-50;47;w
509;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;no;no;yes;31-40;36-40;40;w
510;<5;<5;<6;<7;4;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;31-40;36-40;37;w
511;<5;<5;<6;<7;4;no;yes;sometimes;yes;no;no;once;no;no;no;no;no;no;no;no;no;no;yes;once;yes;41-50;41-45;43;m
512;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;no;no;no;no;no;no;no;no;often;yes;often;yes;11-20;10-15;15;w
513;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;16;m
514;>10;>10;>9;>8;15;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;yes;once;often;yes;often;yes;21-30;21-25;23;w
515;9-10;10;>9;>8;10;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;once;no;no;no;often;yes;often;yes;21-30;21-25;23;w
516;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;no;yes;sometimes;often;yes;often;no;no;no;often;yes;often;no;21-30;21-25;21;w
517;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;26-30;27;w
518;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;18;w
519;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;once;often;yes;often;yes;21-30;21-25;21;m
520;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;once;no;no;no;often;yes;often;yes;11-20;16-20;19;m
521;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;yes;11-20;16-20;17;m
522;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;no;no;no;yes;once;no;yes;sometimes;often;yes;often;yes;21-30;26-30;30;m
523;5-6;6;6-9;<7;6;n/a;n/a;n/a;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;yes;sometimes;yes;21-30;21-25;25;w
524;<5;<5;<6;<7;4;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;yes;once;often;yes;often;yes;11-20;16-20;17;w
525;5-6;6;6-9;<7;6;no;no;no;yes;no;no;sometimes;no;yes;once;no;yes;once;no;no;no;no;yes;sometimes;no;11-20;16-20;18;m
526;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;yes;sometimes;yes;11-20;16-20;20;m
527;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;21-25;21;m
528;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;once;no;no;no;no;yes;once;no;yes;sometimes;yes;21-30;26-30;30;w
529;7-8;8;6-9;7-8;8;no;no;no;yes;no;no;once;no;no;no;no;yes;once;no;no;no;no;no;no;no;21-30;26-30;30;w
530;9-10;10;>9;>8;10;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;sometimes;no;yes;once;no;yes;once;yes;31-40;31-35;31;w
531;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;no;31-40;31-35;31;w
532;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;20;w
533;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;often;often;often;no;no;no;often;yes;often;no;no;no;no;yes;sometimes;yes;21-30;21-25;21;w
534;5-6;6;6-9;<7;6;n/a;n/a;n/a;yes;often;often;often;no;yes;sometimes;no;yes;once;no;no;no;often;yes;often;yes;11-20;16-20;19;m
535;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;yes;41-50;46-50;48;w
536;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;20;w
537;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;11-20;16-20;20;m
538;9-10;10;>9;>8;10;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;once;no;yes;sometimes;yes;11-20;16-20;17;w
539;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;yes;once;no;yes;sometimes;yes;11-20;16-20;16;w
540;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;11-20;16-20;20;w
541;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;20;w
542;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;yes;once;no;yes;sometimes;yes;11-20;16-20;17;w
543;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;16;w
544;5-6;5;<6;<7;5;no;no;no;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;yes;31-40;36-40;40;w
545;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;no;no;no;no;no;no;yes;sometimes;no;41-50;41-45;42;m
546;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;no;yes;sometimes;no;no;no;no;no;no;often;yes;often;no;11-20;16-20;18;w
547;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;31-40;36-40;40;w
548;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;yes;21-30;21-25;21;w
549;9-10;10;>9;>8;10;often;yes;often;yes;often;often2;often;often;yes;often;no;no;no;no;no;no;often;yes;often;yes;21-30;21-25;22;w
550;5-6;5;<6;<7;5;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;21-30;21-25;24;m
551;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often2;often;often;yes;often;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;19;w
552;7-8;7;6-9;7-8;7;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;once;often;yes;often;yes;41-50;41-45;43;w
553;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;no;no;no;no;yes;once;no;no;no;often;yes;often;yes;11-20;10-15;12;w
554;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;no;yes;sometimes;often;yes;often;no;no;no;often;yes;often;no;31-40;36-40;38;m
555;7-8;7;6-9;7-8;7;no;no;no;yes;often;often2;often;no;no;no;often;yes;often;no;no;no;often;yes;often;no;41-50;41-45;42;w
556;5-6;6;6-9;<7;6;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;>60;61-70;63;m
557;7-8;8;6-9;7-8;8;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;>60;71-90;73;m
558;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;once;no;yes;once;no;no;no;no;no;no;no;no;no;yes;51-60;56-60;56;w
559;5-6;5;<6;<7;5;often;yes;often;yes;often;often;often;often;yes;often;no;yes;once;no;no;no;no;yes;once;yes;11-20;16-20;18;m
560;5-6;6;6-9;<7;6;often;yes;often;n/a;n/a;n/a;n/a;no;no;no;no;no;no;no;no;no;n/a;n/a;n/a;yes;21-30;26-30;30;m
561;5-6;6;6-9;<7;6;often;yes;often;n/a;n/a;n/a;n/a;no;no;no;no;no;no;no;no;no;n/a;n/a;n/a;yes;31-40;31-35;31;m
562;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;once;no;no;no;no;yes;once;no;no;no;no;no;no;no;>60;71-90;80;w
563;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;no;no;no;no;no;no;>60;71-90;82;m
564;5-6;6;6-9;<7;6;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;11-20;10-15;14;w
565;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;10-15;14;w
566;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;no;no;no;no;no;yes;21-30;26-30;29;w
567;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;31-40;31-35;32;m
568;7-8;8;6-9;7-8;8;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;>60;71-90;85;m
569;7-8;8;6-9;7-8;8;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;>60;71-90;75;m
570;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;no;no;no;no;no;no;31-40;36-40;36;m
571;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;41-50;41-45;43;m
572;5-6;6;6-9;<7;6;no;yes;sometimes;n/a;n/a;n/a;n/a;no;no;no;n/a;n/a;n/a;no;no;no;no;no;no;yes;41-50;41-45;43;w
573;5-6;6;6-9;<7;6;no;yes;sometimes;n/a;n/a;n/a;n/a;no;no;no;n/a;n/a;n/a;no;no;no;no;no;no;no;41-50;46-50;46;m
574;<5;<5;<6;<7;3;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;no;no;no;no;no;yes;31-40;36-40;36;m
575;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;once;no;no;no;no;yes;once;no;no;no;no;no;no;yes;31-40;36-40;37;m
576;<5;<5;<6;<7;3;often;yes;often;yes;often;often;often;no;no;no;often;yes;often;no;no;no;no;no;no;no;11-20;16-20;17;w
577;5-6;5;<6;<7;5;often;yes;often;yes;no;no;sometimes;no;yes;once;no;yes;sometimes;no;no;no;no;no;no;yes;11-20;16-20;18;w
578;<5;<5;<6;<7;4;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;yes;51-60;56-60;60;w
579;7-8;8;6-9;7-8;8;no;yes;sometimes;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;51-60;56-60;56;w
580;5-6;6;6-9;<7;6;often;yes;often;yes;no;no;sometimes;no;yes;once;no;yes;sometimes;no;yes;once;no;no;no;yes;31-40;36-40;40;w
581;5-6;5;<6;<7;5;often;yes;often;yes;n/a;n/a;sometimes;no;yes;once;no;yes;sometimes;n/a;n/a;n/a;no;no;no;yes;31-40;36-40;38;m
582;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;31-40;31-35;32;m
583;5-6;5;<6;<7;5;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;31-40;31-35;33;w
584;5-6;5;<6;<7;5;often;yes;often;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;31-40;31-35;31;m
585;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;no;no;no;yes;sometimes;no;yes;sometimes;no;no;no;yes;21-30;21-25;24;w
586;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;yes;sometimes;no;no;no;no;11-20;10-15;15;w
587;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;often;yes;often;no;yes;sometimes;no;yes;sometimes;no;no;no;no;11-20;16-20;17;w
588;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;sometimes;yes;21-30;21-25;21;m
589;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;often;yes;often;no;no;no;no;yes;once;no;yes;sometimes;yes;21-30;21-25;21;m
590;7-8;8;6-9;7-8;8;often;yes;often;yes;n/a;n/a;sometimes;no;no;no;no;yes;sometimes;no;yes;sometimes;n/a;n/a;n/a;no;41-50;41-45;43;m
591;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;sometimes;no;no;no;no;no;no;yes;31-40;36-40;38;w
592;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;yes;once;no;no;no;yes;21-30;26-30;30;w
593;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;21-30;21-25;25;w
594;<5;<5;<6;<7;4;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;yes;sometimes;n/a;n/a;n/a;yes;11-20;10-15;15;w
595;<5;<5;<6;<7;4;no;no;no;yes;often;often3;often;no;no;no;often;yes;often;often;yes;often;often;yes;often;yes;11-20;16-20;16;w
596;5-6;6;6-9;<7;6;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;no;no;yes;51-60;51-55;53;w
597;5-6;6;6-9;<7;6;often;yes;often;yes;n/a;n/a;once;no;no;no;no;no;no;n/a;n/a;n/a;no;yes;once;yes;41-50;41-45;43;w
598;7-8;7;6-9;7-8;7;often;yes;often;n/a;n/a;n/a;n/a;n/a;n/a;n/a;no;no;no;no;no;no;no;no;no;yes;>60;61-70;63;m
599;7-8;7;6-9;7-8;7;often;yes;often;n/a;n/a;n/a;n/a;n/a;n/a;n/a;no;no;no;no;no;no;no;no;no;yes;>60;61-70;65;m
600;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;sometimes;no;yes;once;no;yes;once;no;yes;once;no;no;no;no;21-30;21-25;21;w
601;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;sometimes;no;yes;once;no;yes;once;no;no;no;no;21-30;21-25;21;w
602;<5;<5;<6;<7;2;no;no;no;n/a;n/a;n/a;n/a;no;no;no;no;no;no;no;no;no;n/a;n/a;n/a;no;21-30;26-30;29;w
603;9-10;9;6-9;>8;9;no;no;no;yes;no;no;once;no;no;no;no;no;no;no;no;no;no;yes;once;no;21-30;21-25;25;w
604;5-6;6;6-9;<7;6;often;yes;often;yes;often;often;often;n/a;n/a;n/a;no;yes;once;no;yes;sometimes;often;yes;often;no;31-40;31-35;32;w
605;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;n/a;n/a;n/a;no;yes;sometimes;no;no;no;often;yes;often;yes;31-40;31-35;31;w
606;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;no;no;sometimes;no;no;no;no;no;no;no;yes;once;no;yes;once;no;51-60;56-60;56;w
607;5-6;6;6-9;<7;6;no;yes;sometimes;yes;often;often;often;no;no;no;no;no;no;no;no;no;often;yes;often;no;51-60;56-60;60;w
608;7-8;7;6-9;7-8;7;often;yes;often;yes;no;no;sometimes;no;no;no;no;no;no;no;yes;once;no;yes;sometimes;yes;51-60;51-55;52;w
609;5-6;5;<6;<7;5;often;yes;often;yes;no;no;sometimes;no;yes;sometimes;no;no;no;no;no;no;no;yes;once;yes;21-30;26-30;29;m
610;7-8;8;6-9;7-8;8;often;yes;often;yes;no;no;once;no;no;no;no;no;no;no;no;no;no;yes;once;yes;31-40;36-40;38;m
611;7-8;7;6-9;7-8;7;no;yes;sometimes;yes;no;no;sometimes;no;yes;once;no;no;no;no;no;no;no;yes;once;yes;21-30;26-30;27;w
612;5-6;6;6-9;<7;6;often;yes;often;yes;often;often2;often;often;yes;often;often;yes;often;no;no;no;no;yes;sometimes;no;21-30;26-30;26;m
613;<5;<5;<6;<7;3;no;yes;sometimes;yes;no;no;sometimes;no;yes;once;no;yes;sometimes;no;no;no;no;yes;sometimes;yes;21-30;26-30;26;m
614;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;n/a;n/a;sometimes;no;yes;sometimes;no;no;no;no;yes;once;n/a;n/a;n/a;no;11-20;16-20;18;w
615;7-8;8;6-9;7-8;8;no;yes;sometimes;yes;often;often;often;often;yes;often;no;yes;sometimes;no;no;no;no;no;no;yes;31-40;31-35;33;m
616;7-8;8;6-9;7-8;8;often;yes;often;yes;often;often;often;no;yes;sometimes;no;yes;sometimes;no;no;no;often;yes;often;yes;11-20;16-20;17;w
